order_key,city_key,customer_key,stock_item_key,order_date_key,picked_date_key,salesperson_key,picker_key,package,quantity,unit_price,tax_rate,total_excluding_tax,tax_amount,total_including_tax
249,38,218,124,2015-09-03,2013-10-12,174,189,S,899,2673.08,19,1663.41,802.16,6014.46
250,22,17,412,2016-05-30,2013-04-02,63,132,M,272,194.44,65,7860.26,310.57,1434.95
251,3,376,605,2014-06-19,2016-07-10,112,140,XL,567,2733.42,9,5817.58,939.41,7769.3
252,78,85,272,2014-09-20,2016-11-15,119,17,S,891,3571.67,1,5528.51,843.55,5631.01
253,76,101,488,2015-08-15,2015-03-28,5,193,S,946,2403.34,58,8292.39,530.29,8470.36
254,91,146,511,2016-02-23,2013-10-13,123,169,S,618,1309.28,61,786.69,252.91,6576.96
255,37,186,448,2015-08-28,2013-07-26,84,200,M,805,4177.77,13,5447.34,960.17,5724.12
256,73,181,441,2016-02-04,2015-05-29,166,193,L,434,4917.61,14,4651.1,489.44,7024.39
257,25,92,84,2013-05-14,2015-11-27,186,31,S,709,3806.08,53,5963.92,418.4,4189.31
258,46,118,40,2016-09-01,2014-04-24,62,88,S,463,3564.23,41,6191.98,448.94,2148.61
259,33,200,316,2014-11-05,2016-12-18,187,64,M,766,4538.66,50,6261.74,585.8,2416.42
260,93,339,364,2016-08-05,2016-09-15,104,158,S,835,3454.96,36,451.11,370.86,8328.6
261,87,91,484,2014-04-05,2014-01-31,99,184,X,11,3796.4,55,6014.04,687.87,6044.98
262,85,229,344,2015-09-28,2013-01-24,43,98,S,296,741.2,69,9563.52,554.35,9953.51
263,5,190,603,2016-09-07,2014-02-03,56,125,L,305,3770.45,61,937.68,338.75,7596.09
264,76,299,41,2013-11-20,2014-02-04,82,127,M,600,1794.09,34,4553.26,586.5,5506.55
265,23,266,287,2013-05-25,2014-11-02,169,79,M,684,3216.49,8,6030.43,445.06,4356.23
266,50,279,239,2013-03-27,2013-12-03,112,9,M,877,2756.4,18,4434.03,558.77,2291.13
267,37,94,398,2015-04-03,2015-02-17,209,92,X,430,2010.29,58,5841.89,175.01,3109.19
268,3,22,99,2014-04-15,2014-08-11,56,156,S,92,2021.05,8,9546.24,299.74,7443.58
269,27,12,118,2015-04-23,2015-12-08,10,52,S,715,530.84,23,2519.24,574.42,2082.17
270,81,293,36,2013-12-28,2016-02-06,14,76,S,94,4461.59,3,412.17,875.78,104.9
271,34,377,428,2015-10-07,2015-01-14,7,11,X,236,3473.56,30,6346.37,221.1,8983.84
272,70,305,571,2015-09-15,2014-04-19,16,11,X,957,1138.23,3,8627.4,466.33,6157.27
273,82,179,380,2014-06-29,2014-11-26,108,117,L,756,3737.02,14,7982.32,312.36,4902.88
274,88,10,287,2013-08-07,2013-04-01,44,112,S,105,937.99,60,1580.64,311.4,697.29
275,29,357,46,2015-08-13,2015-12-04,199,45,S,830,2946.83,25,1374.67,596.55,6431.45
276,58,204,425,2013-01-11,2015-08-03,139,61,S,936,4641.27,59,9070.77,150.07,7538.98
277,27,190,437,2013-10-22,2016-06-06,191,47,S,200,926.26,36,9160.73,322.35,8942.01
278,28,310,433,2014-10-19,2013-08-04,187,54,S,483,3356.26,14,7816.57,988.14,2146.81
279,75,158,585,2013-07-24,2014-01-03,50,178,S,241,2734.46,7,1049.47,606.12,9104.25
280,25,37,532,2015-12-01,2013-12-05,190,16,XL,158,301.07,66,6543.66,360.13,3939.07
281,39,244,15,2015-08-22,2014-04-04,158,44,S,996,464.24,10,7207.21,606.5,7728.5
282,45,375,139,2016-02-26,2016-09-26,139,137,L,710,1303.61,20,4816.43,985.81,6437.09
283,58,338,151,2015-04-25,2013-12-20,70,159,S,436,4457.99,44,3980.71,726.05,6972.72
284,47,3,621,2014-09-03,2015-11-12,205,165,X,977,2164.61,57,8886.79,781.76,5389.9
285,18,76,31,2015-06-06,2014-08-10,7,24,S,854,3857.57,29,9403.64,714.0,9679.28
286,10,299,6,2015-10-22,2014-09-08,155,48,S,316,1681.68,23,915.21,537.36,1174.39
287,6,263,207,2014-12-31,2016-05-29,129,114,M,591,2664.51,41,2959.45,398.4,9702.71
288,45,107,650,2013-12-07,2015-10-23,107,13,S,186,1925.24,55,5030.15,940.69,4154.96
289,84,235,321,2014-04-22,2015-12-09,186,197,S,835,2032.47,45,3468.67,61.25,1504.17
290,19,247,540,2013-07-26,2016-09-12,206,147,S,760,161.01,34,1891.83,813.46,4176.45
291,22,300,432,2014-07-23,2015-12-10,154,159,X,207,1869.63,52,6955.66,610.15,8767.67
292,59,89,496,2016-07-13,2016-09-11,4,135,S,133,587.86,37,1985.03,719.63,3399.6
293,56,365,608,2015-08-30,2016-10-12,68,128,M,715,2743.38,44,9766.42,499.36,4348.15
294,70,348,514,2016-12-09,2015-04-17,207,160,M,32,4870.37,63,623.29,576.25,2113.94
295,35,119,131,2015-05-24,2016-09-24,101,14,X,627,3557.18,30,3006.54,713.16,4742.46
296,34,113,100,2014-05-08,2014-09-29,191,106,S,102,3701.99,42,4261.24,477.33,2009.06
297,85,219,99,2016-06-03,2016-03-22,92,182,S,523,2020.28,41,9628.83,910.5,4304.32
298,5,231,529,2014-11-19,2015-06-27,151,99,S,138,4368.66,58,2177.15,621.87,7441.1
299,17,10,498,2013-05-24,2014-06-29,38,17,S,860,3818.63,53,8198.25,729.17,8058.59
300,67,163,396,2016-11-04,2013-08-11,102,134,S,98,2971.79,19,7386.61,300.85,7982.08
301,75,62,560,2016-07-14,2013-09-03,1,164,S,236,4461.84,39,3249.52,698.85,6300.88
302,42,267,331,2016-05-12,2013-08-21,160,21,XL,558,136.52,41,1249.08,470.42,5823.75
303,69,103,336,2015-12-10,2014-10-22,167,130,M,239,2271.38,34,3210.02,253.59,5841.0
304,4,56,586,2014-04-07,2014-02-14,88,190,S,900,3204.61,26,5333.67,298.98,4419.85
305,67,355,28,2014-04-03,2014-06-27,117,31,XL,271,2055.0,42,2816.91,547.51,9052.46
306,61,274,631,2015-03-01,2015-03-24,42,183,L,187,2736.83,68,7960.18,301.12,9568.91
307,21,257,293,2014-01-10,2015-06-24,43,182,M,597,4847.16,17,8527.35,882.33,9342.76
308,41,194,4,2013-06-19,2013-07-19,22,80,XL,166,3099.48,67,4251.39,526.07,2403.81
309,81,248,466,2013-08-09,2013-02-25,168,67,M,650,1057.18,8,6019.25,732.56,4951.92
310,69,336,356,2015-02-24,2016-06-11,115,193,S,357,4874.19,37,2161.14,150.08,4555.95
311,20,128,416,2016-11-03,2014-04-22,143,24,M,183,4071.03,50,6428.94,806.0,6133.95
312,71,213,242,2014-09-27,2016-08-09,57,147,S,534,4860.87,31,899.75,625.55,3037.5
313,78,261,366,2013-02-25,2013-05-22,80,3,XL,73,4943.69,46,5335.74,499.76,2997.36
314,91,73,445,2013-08-31,2015-12-22,27,130,S,351,1532.75,23,2293.94,869.65,8815.99
315,33,231,269,2015-01-29,2016-07-24,107,123,S,765,4196.81,53,8894.4,170.61,1618.22
316,75,345,336,2015-09-30,2016-05-28,164,122,S,784,1468.52,61,8975.84,518.49,1276.17
317,22,370,512,2013-10-18,2015-10-01,130,94,M,350,2319.56,64,227.56,261.61,9385.62
318,84,103,439,2014-06-02,2016-01-27,157,183,S,649,1880.53,57,1500.07,749.05,6988.16
319,20,82,212,2015-08-04,2014-01-21,124,120,S,274,3077.15,41,8741.33,855.4,861.03
320,5,298,428,2015-09-04,2013-11-13,43,145,M,189,3631.02,35,4037.39,906.83,9274.33
321,4,104,594,2016-06-28,2014-06-05,6,61,S,37,3049.62,37,895.67,911.33,2081.09
322,21,205,393,2015-10-17,2015-03-31,13,120,S,855,887.61,30,8366.42,194.89,6684.39
323,38,59,431,2015-04-04,2016-09-20,178,7,XL,855,2094.49,60,1295.1,448.91,8050.71
324,12,211,69,2015-09-28,2014-09-25,110,148,S,571,1116.5,68,9513.14,287.98,9719.76
325,75,66,640,2014-02-06,2015-05-29,170,119,S,444,3931.07,64,5845.15,191.44,8802.71
326,85,120,588,2015-05-18,2014-03-07,94,51,S,134,4496.33,52,9885.04,906.38,4679.27
327,31,77,537,2016-10-01,2016-02-16,125,205,X,517,77.5,53,6271.7,504.28,2588.09
328,58,82,251,2014-03-16,2014-02-23,74,129,X,76,646.55,36,3616.53,144.54,4803.77
329,64,167,537,2015-11-04,2015-02-03,152,85,S,832,1154.49,48,4899.5,206.74,6326.53
330,33,184,227,2014-07-14,2015-08-25,76,84,M,411,2568.57,69,4249.95,710.27,2672.88
331,48,106,123,2016-01-03,2013-03-08,84,49,M,195,3077.27,42,1240.24,489.87,7297.02
332,87,206,358,2014-05-21,2016-04-22,206,27,M,634,3397.77,26,3689.01,609.75,5772.07
333,72,262,580,2015-09-11,2015-03-13,37,65,S,107,3660.26,11,549.37,473.2,4553.13
334,23,322,109,2013-08-07,2013-08-28,205,99,S,655,529.24,56,736.41,431.96,7391.83
335,89,285,49,2016-02-26,2016-02-15,183,136,M,264,1768.78,35,2863.79,982.77,7644.12
336,67,281,584,2015-06-16,2015-04-03,176,50,L,152,4495.39,45,8787.15,859.73,2362.07
337,8,245,524,2015-05-27,2014-12-09,154,8,S,514,689.93,6,3003.0,883.29,2906.64
338,26,182,92,2014-02-19,2015-10-17,22,147,M,953,3150.56,35,4709.8,950.78,9980.06
339,83,300,306,2014-05-16,2016-12-14,119,142,X,259,1486.74,12,4229.21,739.6,9796.14
340,75,361,52,2015-11-03,2014-07-06,202,94,M,619,3455.15,6,1168.09,593.64,1794.04
341,93,156,578,2014-03-31,2013-04-23,145,47,M,76,2038.63,14,4959.04,964.72,7131.69
342,22,294,194,2016-11-14,2015-08-29,124,70,S,735,3538.93,56,272.95,143.34,7430.21
343,48,218,416,2014-08-22,2013-02-18,67,165,S,397,3590.14,65,5410.22,654.62,8468.81
344,53,322,253,2014-08-31,2015-11-05,164,182,S,714,667.91,59,6923.29,356.57,235.14
345,37,45,140,2014-05-25,2013-08-16,11,48,M,811,635.5,25,7950.92,933.42,6239.48
346,53,339,297,2013-04-01,2015-04-26,128,33,M,502,176.75,6,2384.42,506.77,918.66
347,61,371,87,2014-01-23,2016-09-28,204,192,S,601,1629.02,17,9934.63,505.53,2977.22
348,25,248,148,2015-11-11,2014-12-27,103,162,S,754,130.69,60,9971.58,982.43,3224.74
349,15,134,505,2016-11-13,2016-04-14,52,17,S,41,4771.69,62,8826.4,347.74,2789.12
350,2,361,263,2015-02-13,2016-12-16,184,182,S,119,513.62,49,4954.4,146.13,6826.31
351,32,304,286,2015-01-08,2015-10-29,204,158,S,260,4478.03,10,6503.04,116.82,5832.54
352,83,200,466,2015-06-24,2014-04-04,129,210,M,742,2972.86,56,2922.91,873.56,6584.87
353,51,170,559,2015-12-22,2014-10-06,17,93,M,635,4375.89,20,956.3,745.89,6543.34
354,86,167,358,2016-02-29,2014-01-24,71,4,M,137,1889.97,53,4798.13,648.82,4020.95
355,34,170,112,2014-09-15,2015-01-08,7,58,XL,597,1099.27,23,975.0,914.67,3499.72
356,7,1,648,2013-02-23,2014-07-22,68,69,M,100,2856.51,38,8393.9,693.64,4647.03
357,92,77,575,2014-05-21,2015-04-26,115,66,S,125,2546.86,50,1141.27,665.65,7217.13
358,41,123,419,2016-05-12,2013-10-03,122,152,S,238,2240.9,61,2246.05,770.4,7033.92
359,86,283,175,2015-10-26,2015-01-20,94,167,L,776,1807.65,47,7512.21,84.38,4514.42
360,77,82,619,2013-04-01,2015-12-11,100,24,S,534,3844.02,44,2179.26,366.73,730.36
361,22,283,314,2014-04-07,2016-01-14,114,8,L,638,1269.58,17,8217.0,145.93,1678.11
362,37,350,39,2014-01-06,2015-11-19,61,152,L,540,792.66,52,2618.79,891.9,1352.79
363,28,122,398,2016-10-17,2014-05-26,191,4,S,564,90.61,1,5785.64,180.4,6423.15
364,2,221,239,2016-07-25,2016-09-24,100,116,S,374,4156.75,7,6675.26,195.01,2869.74
365,14,278,239,2015-01-16,2015-09-23,127,121,S,789,75.06,22,621.75,462.04,6674.75
366,25,64,481,2015-08-12,2015-10-15,69,94,X,52,2711.32,55,7426.72,282.45,2650.53
367,60,132,390,2014-11-29,2013-12-18,209,50,M,315,2709.54,27,4551.9,62.07,5318.57
368,43,270,477,2014-11-27,2013-04-23,157,195,L,373,4295.66,51,7197.93,92.31,4882.62
369,30,235,581,2013-08-12,2014-05-23,164,187,L,29,4264.23,35,8124.44,303.11,765.37
370,11,158,624,2015-07-04,2015-10-06,108,67,M,468,3042.15,9,7628.83,687.96,4570.38
371,2,269,590,2015-03-10,2014-11-22,8,88,XL,215,2500.67,35,2664.21,203.51,5016.47
372,16,375,92,2015-08-25,2014-03-04,147,55,S,462,406.87,33,6303.94,381.46,461.3
373,37,302,622,2015-04-17,2013-01-16,197,182,S,841,814.45,38,4740.27,782.52,6944.47
374,64,317,640,2013-07-10,2013-05-22,104,60,S,716,3592.75,17,9749.47,87.21,2362.89
375,78,261,553,2015-02-22,2014-09-24,200,175,S,187,2458.79,54,8140.14,204.16,6804.83
376,6,375,219,2013-11-18,2013-02-01,155,78,S,671,3842.39,49,9287.35,529.49,2645.83
377,2,118,470,2013-05-10,2015-01-19,66,9,M,114,3968.9,61,5026.0,161.39,4680.73
378,47,71,580,2013-05-13,2013-07-22,4,11,S,434,4377.32,68,1793.81,179.53,6923.29
379,53,291,23,2013-07-01,2015-08-14,160,154,S,269,2166.62,58,3679.04,998.38,8900.03
380,25,63,325,2014-07-30,2014-07-08,128,75,S,215,4343.69,35,6468.86,699.08,4018.84
381,79,277,604,2013-06-09,2014-02-01,162,79,S,366,2006.13,20,1052.23,962.31,9953.06
382,25,261,550,2015-02-21,2013-07-02,83,198,S,178,3043.34,19,5549.44,814.28,2486.68
383,71,354,566,2015-10-08,2014-11-08,165,149,S,766,4577.53,3,1622.88,618.72,7228.69
384,32,329,602,2015-06-18,2014-01-28,178,194,X,445,2941.91,50,8695.35,297.84,9015.65
385,64,85,326,2016-02-12,2014-03-29,189,170,S,111,1757.2,55,7127.17,135.25,402.04
386,54,83,339,2014-02-25,2016-06-20,95,109,X,99,1530.94,65,3170.13,212.32,3529.0
387,69,22,306,2016-03-20,2013-07-05,19,184,S,270,3265.64,59,2453.57,939.83,7374.99
388,45,69,4,2016-01-02,2013-10-25,33,151,XL,247,1125.7,58,1863.61,430.32,7416.21
389,31,77,120,2016-10-17,2013-08-24,195,100,S,160,184.62,23,3585.82,472.79,8584.87
390,26,248,186,2015-02-03,2014-01-18,174,31,S,304,4343.93,17,9083.4,284.5,3095.22
391,86,275,106,2013-03-27,2013-06-02,169,79,S,313,4135.13,65,5871.13,550.65,8932.13
392,72,60,623,2016-10-22,2014-06-04,60,103,M,674,4777.24,13,4658.57,97.88,9610.12
393,95,229,624,2016-05-15,2014-01-13,44,135,S,26,1709.32,62,1620.58,731.21,3325.77
394,7,103,287,2014-09-18,2014-02-06,192,164,M,280,1833.14,69,5244.57,562.23,9230.26
395,35,56,4,2016-11-21,2015-09-25,152,2,S,913,1517.48,31,7980.79,602.9,6003.26
396,94,161,590,2013-05-14,2013-12-08,48,45,S,767,2931.37,32,1351.93,986.83,4632.29
397,14,379,383,2013-01-28,2013-06-04,131,101,L,169,4327.58,50,3654.31,815.88,8945.86
398,33,56,620,2016-12-12,2013-10-09,120,92,M,91,2791.77,15,393.98,141.94,4086.57
399,44,339,364,2016-04-27,2016-08-23,103,41,M,123,2299.97,58,6274.67,829.67,3375.03
400,21,178,352,2014-01-02,2013-11-18,210,49,S,849,3999.14,23,7897.32,461.56,6762.35
401,13,278,517,2013-04-18,2016-09-30,106,58,S,733,4522.11,52,5793.43,509.6,9092.41
402,90,292,298,2014-12-30,2016-02-18,189,108,M,678,3297.23,8,4562.47,298.49,3677.63
403,87,281,486,2014-02-16,2013-05-01,87,104,M,265,1088.91,15,6453.44,602.05,3376.49
404,87,75,260,2016-03-28,2014-03-22,210,126,S,343,1840.72,14,5765.4,466.68,345.99
405,49,267,535,2016-02-26,2014-11-20,126,114,S,393,3420.4,31,6603.33,110.56,7491.79
406,19,56,646,2014-02-21,2013-04-06,93,76,M,262,1616.51,33,1559.46,452.02,516.11
407,87,168,437,2014-11-14,2015-12-24,71,6,X,574,249.16,32,7331.63,862.4,9894.63
408,4,7,54,2015-07-08,2013-03-15,208,8,S,206,3953.25,2,253.07,867.21,8342.36
409,20,308,190,2013-05-05,2014-05-04,120,63,S,110,2190.38,4,9388.52,327.37,8935.02
410,50,126,462,2016-02-04,2016-08-09,174,8,S,661,4841.36,31,5752.04,465.84,4435.72
411,61,121,352,2015-02-26,2013-04-01,173,56,M,878,1036.28,45,9580.37,146.66,9328.14
412,59,286,624,2014-07-10,2016-06-09,88,184,L,463,3389.46,28,1069.81,77.35,8505.58
413,76,322,576,2013-09-04,2016-12-21,173,50,S,677,1916.05,7,7299.28,424.97,2260.02
414,40,96,534,2015-03-08,2015-05-26,163,209,XL,489,3696.72,32,516.42,707.36,9463.2
415,80,108,452,2016-01-31,2015-12-11,94,37,S,203,3130.63,24,9607.13,558.27,7460.19
416,81,249,275,2015-03-27,2013-12-02,117,184,X,143,2144.59,54,7276.31,436.98,1789.4
417,22,306,186,2013-05-14,2016-03-02,189,157,S,756,3291.11,49,4631.04,71.1,3399.46
418,59,107,4,2015-09-25,2016-02-13,49,152,S,571,2275.16,40,7236.11,66.38,2640.81
419,60,263,267,2015-07-22,2015-11-12,122,43,S,845,1989.99,43,9042.35,54.08,2889.21
420,70,134,455,2016-12-13,2015-08-11,197,33,L,542,4587.91,28,1337.2,427.46,6396.63
421,76,162,289,2014-02-22,2014-07-19,45,179,S,668,1712.9,51,529.31,122.28,3815.64
422,26,337,55,2015-04-01,2016-07-15,173,164,L,226,334.7,37,4008.4,287.58,2370.58
423,45,349,592,2016-06-20,2015-01-05,125,2,M,696,3281.29,13,6296.46,67.12,721.4
424,15,190,376,2015-12-18,2014-01-11,148,148,L,728,1361.07,20,2318.72,747.15,2924.56
425,82,34,608,2013-01-26,2013-07-15,55,118,S,985,1075.51,57,3848.33,833.61,7237.19
426,67,42,315,2015-07-13,2016-11-21,64,21,M,208,161.04,35,5740.14,554.13,4849.01
427,73,167,77,2016-02-10,2016-09-04,76,131,M,157,2098.49,51,2873.77,281.59,8550.61
428,67,326,223,2015-11-25,2015-04-28,85,63,S,750,2502.78,41,8112.29,337.76,3754.41
429,39,285,157,2014-07-04,2016-11-12,180,15,S,719,4345.23,52,9063.72,59.22,4062.94
430,47,90,151,2014-01-31,2013-01-18,107,14,S,840,3011.96,9,4257.85,289.74,9911.01
431,34,317,14,2014-11-21,2015-11-07,11,201,S,794,3099.19,28,694.76,88.61,6873.7
432,79,165,199,2016-08-09,2015-03-05,27,107,S,367,1598.66,40,4839.72,115.9,630.16
433,75,188,529,2016-07-14,2013-09-05,130,100,S,955,2655.46,28,9482.52,472.45,2026.9
434,56,139,301,2013-08-03,2013-09-02,57,148,X,251,3998.7,46,1622.65,396.67,4012.23
435,51,7,353,2015-01-03,2014-12-09,202,51,L,226,1527.59,5,1467.64,143.51,7223.29
436,72,236,402,2014-02-27,2013-06-18,88,140,X,757,284.41,58,3981.71,814.21,1796.41
437,14,14,81,2014-04-09,2013-08-22,148,165,S,853,3299.12,66,2192.75,420.53,1683.26
438,48,283,643,2016-07-17,2013-12-26,168,79,L,739,2483.59,63,8267.41,591.3,4880.51
439,93,27,69,2015-04-08,2013-06-21,173,74,X,841,4910.67,53,1373.13,596.06,5673.87
440,87,174,398,2014-10-11,2015-08-18,169,31,M,97,3559.31,19,6762.09,455.15,3933.41
441,51,203,338,2016-10-28,2015-03-23,14,101,S,715,2214.66,23,8508.7,490.95,9370.33
442,80,123,644,2014-06-24,2015-03-25,174,50,S,557,4764.05,43,9265.75,759.93,1910.57
443,7,106,21,2016-10-05,2014-01-24,84,94,S,841,835.91,45,9709.07,294.75,5617.55
444,3,251,56,2013-05-17,2015-08-08,166,181,S,155,3504.32,9,3799.05,580.36,5462.44
445,35,289,25,2014-12-17,2014-05-22,35,166,M,227,4653.59,67,1145.34,169.89,7703.68
446,57,217,9,2014-09-07,2014-05-24,51,209,S,1,1524.38,65,770.58,360.63,1561.39
447,94,197,70,2015-12-17,2014-06-08,94,151,S,603,1741.63,38,3178.16,245.8,5199.37
448,92,90,574,2015-04-05,2015-09-27,18,22,S,331,1128.61,62,7908.49,439.05,7944.71
449,83,187,589,2015-01-25,2016-07-18,77,188,M,408,1245.26,59,9500.69,976.87,5794.15
450,34,241,131,2013-05-15,2016-12-13,110,210,S,682,4347.91,64,7715.35,414.19,1034.65
451,14,309,265,2013-01-02,2015-10-23,64,187,M,565,1303.69,3,2607.43,774.67,6738.38
452,39,388,644,2013-05-30,2015-09-18,110,106,XL,926,3034.36,19,4950.62,885.08,7429.73
453,17,273,471,2015-01-31,2014-11-15,48,210,M,515,2551.61,4,4303.69,983.85,2539.35
454,48,124,471,2014-09-07,2016-11-30,54,46,S,530,1775.67,54,6279.15,954.63,8448.32
455,34,187,170,2013-08-02,2014-03-05,23,72,S,48,3723.94,63,9160.08,95.13,286.61
456,48,126,124,2016-12-30,2013-11-08,14,143,S,661,2131.29,49,3851.84,706.75,9824.95
457,53,137,429,2014-05-01,2014-02-01,198,53,M,826,52.82,64,6582.96,523.72,4837.0
458,48,333,75,2014-08-15,2013-09-26,146,194,M,751,176.57,46,7930.39,847.44,5932.03
459,21,59,311,2016-07-08,2014-12-26,72,145,M,168,3244.49,55,7462.39,273.93,7660.04
460,28,372,177,2013-03-19,2016-04-05,95,181,XL,370,910.84,9,6828.87,866.15,9950.61
461,3,76,602,2016-04-21,2013-06-08,71,110,XL,195,1758.03,56,5223.37,558.84,710.97
462,5,222,378,2016-02-28,2016-12-06,179,16,S,945,3119.57,56,5128.26,771.5,8234.0
463,12,302,167,2016-03-13,2014-01-01,116,156,S,945,2727.49,13,4866.76,160.95,3298.06
464,85,155,60,2013-10-09,2013-02-02,102,185,S,276,3616.88,49,2602.38,859.57,1521.31
465,18,206,557,2015-05-10,2016-04-07,186,133,S,998,4168.55,14,5553.65,401.63,4476.93
466,36,30,537,2015-11-17,2015-10-07,110,78,X,963,76.98,70,2116.63,780.71,4486.7
467,67,368,569,2015-04-07,2016-11-27,110,39,S,513,752.64,25,6229.17,224.12,3548.13
468,36,18,60,2016-01-01,2014-10-08,134,124,M,854,2038.66,55,9034.38,400.71,2882.4
469,70,39,382,2013-01-13,2016-08-20,124,168,X,939,3634.75,38,4900.79,917.69,9710.62
470,66,143,84,2014-09-28,2015-03-07,125,24,L,750,4322.19,70,1122.74,212.8,5299.7
471,19,275,196,2015-11-08,2015-05-26,4,198,S,828,2140.43,45,1746.39,101.73,4834.97
472,89,199,126,2013-10-24,2014-09-21,188,20,L,502,2726.37,20,4340.36,496.5,1481.84
473,77,141,559,2015-05-11,2014-05-07,82,102,M,488,1744.78,38,8246.36,930.84,9735.01
474,82,114,130,2014-12-13,2013-09-15,12,87,S,886,1890.54,7,9983.67,63.62,2901.54
475,77,339,124,2014-04-11,2013-07-22,144,65,XL,550,3189.21,38,2193.26,482.83,6446.74
476,40,334,587,2013-02-12,2016-08-03,7,59,M,342,883.0,25,7917.08,57.6,4162.79
477,10,160,615,2016-11-13,2015-04-27,78,121,S,678,1808.95,60,5489.49,452.89,102.53
478,4,5,629,2014-11-21,2016-07-02,106,48,L,628,2829.85,12,2233.25,406.17,3866.33
479,18,153,92,2015-07-26,2014-09-05,105,179,X,263,1973.6,20,2593.94,194.51,3508.68
480,21,233,550,2014-02-17,2013-12-15,66,50,M,107,677.38,28,712.02,741.62,5769.77
481,3,53,448,2013-08-15,2014-03-18,100,120,S,158,3745.19,15,7682.29,104.53,7970.99
482,58,340,227,2014-09-17,2015-08-10,143,22,X,205,4879.55,62,3361.05,519.12,9998.9
483,52,224,246,2015-05-24,2013-01-15,70,66,S,82,308.13,22,3649.13,534.98,9431.8
484,10,310,125,2014-05-23,2014-05-15,155,172,S,73,1118.42,60,1457.65,585.27,8352.66
485,89,328,219,2015-06-25,2015-03-18,6,33,S,102,2550.75,56,1081.67,766.36,1908.02
486,44,365,492,2013-02-14,2014-09-12,2,197,S,238,2993.83,70,2116.68,162.04,6993.17
487,19,71,551,2015-04-13,2014-10-01,100,50,L,659,4791.45,52,5842.64,350.99,6639.24
488,88,248,413,2016-03-01,2015-03-25,190,98,S,691,4441.69,56,8944.84,229.88,1151.44
489,59,121,107,2015-02-09,2015-11-30,196,54,S,26,2530.58,32,2078.17,56.81,673.24
490,66,258,376,2014-02-17,2015-11-07,122,70,S,980,2191.32,11,906.6,674.96,5526.17
491,27,289,156,2016-07-23,2016-03-25,83,187,S,938,2071.68,40,7359.04,289.3,5971.26
492,15,26,252,2016-10-03,2016-12-08,191,197,S,262,958.1,8,6272.59,659.21,5474.31
493,59,180,93,2016-09-23,2015-10-12,197,30,S,17,4481.75,14,7839.55,995.12,7738.63
494,90,66,503,2015-10-31,2014-12-23,39,107,L,56,3692.21,54,9046.73,479.01,2956.35
495,95,182,588,2015-09-23,2016-10-16,203,150,S,529,661.79,21,8523.62,111.66,4112.79
496,51,41,61,2013-03-28,2014-12-10,127,50,L,541,4936.93,58,2797.67,384.57,615.16
497,19,296,547,2013-11-29,2016-09-08,27,144,M,928,2590.28,1,9856.34,369.74,8336.9
498,23,159,272,2014-04-24,2016-11-03,97,31,S,654,1923.21,47,2441.12,63.34,2669.9
